iid,isbn_raw
1872,037540600X
1873,0375406182
1874,0375406328
1875,0375406530
1876,0375409440
1877,0375410945
1878,0375411070
1879,0375411550
1880,0375411992
1881,037541200X
1882,0375412115
1883,0375412530
1884,0375412557
1885,0375412824
1886,037541309X
1887,037541326X
1888,0375413596
1889,0375413634
1890,037541388X
1891,0375414053
1892,0375414657
1893,0375420673
1894,0375420827
1895,0375421440
1896,0375421815
1897,037542217X
1898,0375422188
1899,0375422307
1900,0375422412
1901,0375500316
1902,0375500510
1903,0375501347
1904,0375501371
1905,0375501851
1906,0375501959
1907,0375502025
1908,0375502238
1909,0375502548
1910,0375502912
1911,0375502947
1912,0375503269
1913,0375503315
1914,0375503803
1915,0375504036
1916,0375504397
1917,0375504613
1918,0375504907
1919,0375505547
1920,0375505997
1921,0375506039
1922,0375506179
1923,0375506276
1924,0375507493
1925,0375507507
1926,0375507523
1927,0375508562
1928,0375700137
1929,0375700269
1930,0375700757
1931,0375701044
1932,0375701214
1933,0375701427
1934,0375701907
1935,0375701966
1936,0375702709
1937,0375703055
1938,0375703063
1939,0375703438
1940,0375703632
1941,0375703675
1942,0375703764
1943,0375703829
1944,0375703845
1945,0375703861
1946,037570387X
1947,0375704027
1948,0375704833
1949,037570485X
1950,037570504X
1951,0375705171
1952,0375705198
1953,0375705244
1954,0375705457
1955,0375705619
1956,0375705856
1957,0375706062
1958,0375706410
1959,0375706429
1960,0375706771
1961,0375707425
1962,0375707972
1963,0375708111
1964,0375708278
1965,037570910X
1966,0375709150
1967,037570924X
1968,0375712925
1969,0375713123
1970,0375713344
1971,0375713751
1972,037571894X
1973,0375718990
1974,0375719180
1975,0375724370
1976,0375724389
1977,0375724400
1978,0375724443
1979,0375724672
1980,0375724834
1981,0375724850
1982,0375725601
1983,0375725784
1984,0375725849
1985,0375726012
1986,0375726349
1987,0375726403
1988,0375727132
1989,0375727345
1990,037572737X
1991,0375750525
1992,0375751513
1993,0375753206
1994,0375753834
1995,0375756981
1996,0375757147
1997,0375757597
1998,0375758232
1999,0375758453
2000,0375758682
2001,0375758992
2002,0375759778
2003,0375760628
2004,0375760903
2005,0375760911
2006,037576092X
2007,0375804013
2008,0375815260
2009,0375821813
2010,037582233X
2011,037582345X
2012,0375826688
2013,0375828192
2014,0380001098
2015,0380001411
2016,0380002450
2017,0380002558
2018,0380002930
2019,038000321X
2020,0380003821
2021,0380005239
2022,0380005255
2023,038000741X
2024,0380007959
2025,0380008319
2026,038000917X
2027,0380009471
2028,0380010038
2029,0380012774
2030,0380012863
2031,0380014300
2032,038001503X
2033,0380015390
2034,0380016362
2035,0380016699
2036,0380016974
2037,0380016990
2038,0380017601
2039,0380018179
2040,0380018446
2041,0380385880
2042,038039586X
2043,0380400480
2044,0380400634
2045,0380423901
2046,0380432811
2047,0380435543
2048,0380470845
2049,0380493462
2050,0380542625
2051,0380564998
2052,0380570009
2053,0380599236
2054,0380600129
2055,0380603764
2056,0380603926
2057,0380619458
2058,0380652277
2059,0380676524
2060,0380679914
2061,0380698439
2062,0380698498
2063,0380698714
2064,0380698919
2065,0380701340
2066,0380702843
2067,0380703149
2068,0380703475
2069,0380703882
2070,0380704587
2071,038070613X
2072,0380708213
2073,0380708353
2074,0380708892
2075,0380708906
2076,0380709120
2077,0380709163
2078,0380709244
2079,038070952X
2080,0380709538
2081,0380709546
2082,0380709562
2083,0380710218
2084,0380710404
2085,0380710722
2086,0380710811
2087,0380711079
2088,0380711524
2089,0380711532
2090,0380711877
2091,0380712040
2092,0380712520
2093,0380713802
2094,0380713810
2095,0380714752
2096,0380715309
2097,0380715430
2098,0380715732
2099,0380715929
2100,0380716542
2101,0380717018
2102,0380718332
2103,0380718340
2104,038071843X
2105,0380718758
2106,0380718839
2107,038071907X
2108,0380719185
2109,0380719223
2110,0380720132
2111,0380720191
2112,038072118X
2113,038072121X
2114,0380721457
2115,038072152X
2116,0380721643
2117,0380722704
2118,0380723085
2119,038072362X
2120,0380723638
2121,0380723816
2122,0380724081
2123,0380724324
2124,0380724979
2125,0380724987
2126,0380725231
2127,0380725584
2128,0380725703
2129,0380725711
2130,0380725827
2131,0380725835
2132,0380726238
2133,0380726246
2134,0380726254
2135,0380726262
2136,0380726289
2137,0380726297
2138,0380726815
2139,0380727293
2140,0380727501
2141,0380728133
2142,0380728168
2143,0380728249
2144,0380728265
2145,0380728273
2146,0380728729
2147,038072880X
2148,0380729342
2149,0380729407
2150,038072975X
2151,0380730138
2152,0380730200
2153,0380730359
2154,0380730367
2155,0380730375
2156,0380730448
2157,0380730820
2158,0380730847
2159,0380731193
2160,0380731479
2161,0380731797
2162,0380731851
2163,038073186X
2164,0380732033
2165,0380732149
2166,0380732181
2167,0380732661
2168,038073267X
2169,0380732688
2170,0380750260
2171,0380750848
2172,0380750864
2173,0380750872
2174,0380751399
2175,0380752298
2176,0380752859
2177,0380752867
2178,0380752891
2179,0380752948
2180,0380752999
2181,0380753006
2182,0380753014
2183,0380753022
2184,0380754371
2185,0380754843
2186,038075620X
2187,0380756218
2188,0380756234
2189,0380756250
2190,0380756269
2191,0380756277
2192,0380756285
2193,0380756293
2194,0380757478
2195,038075911X
2196,0380759470
2197,0380759489
2198,0380759497
2199,0380759500
2200,0380761319
2201,0380761483
2202,0380762277
2203,0380762560
2204,0380762587
2205,0380762595
2206,0380762609
2207,0380763621
2208,0380763990
2209,0380764008
2210,0380765454
2211,0380765462
2212,0380765489
2213,038076654X
2214,0380767635
2215,0380767643
2216,0380769336
2217,0380773155
2218,0380774933
2219,0380775123
2220,0380775271
2221,0380775840
2222,0380776162
2223,0380776510
2224,0380776839
2225,0380778556
2226,0380778726
2227,0380778793
2228,0380779617
2229,0380780747
2230,0380780860
2231,0380780879
2232,038078145X
2233,0380782332
2234,0380782340
2235,0380784491
2236,0380784505
2237,0380785188
2238,0380786230
2239,0380786680
2240,0380786702
2241,0380787075
2242,0380788624
2243,0380788756
2244,0380789019
2245,0380789035
2246,0380789590
2247,0380789612
2248,0380789884
2249,0380789892
2250,0380789949
2251,0380790076
2252,0380790904
2253,0380790947
2254,0380791978
2255,0380791994
2256,0380792028
2257,0380792486
2258,0380792494
2259,0380792737
2260,0380792745
2261,0380792923
2262,0380793253
2263,0380793261
2264,0380793334
2265,0380793342
2266,0380793660
2267,038079439X
2268,0380794470
2269,0380794489
2270,038079456X
2271,038079487X
2272,0380796090
2273,0380796104
2274,0380797399
2275,0380797631
2276,038079828X
2277,0380798476
2278,0380798565
2279,0380798573
2280,0380798581
2281,038079960X
2282,0380800810
2283,0380800829
2284,0380801493
2285,0380802309
2286,0380802317
2287,0380802325
2288,0380802449
2289,0380802457
2290,0380804387
2291,0380804557
2292,0380804697
2293,0380804700
2294,0380805685
2295,0380805707
2296,0380805995
2297,0380807122
2298,0380807157
2299,038080719X
2300,0380807343
2301,0380807866
2302,0380808072
2303,0380808080
2304,0380808307
2305,0380809362
2306,0380809389
2307,038081093X
2308,0380811065
2309,0380811073
2310,0380811081
2311,0380812010
2312,0380812029
2313,0380812894
2314,0380813815
2315,0380814021
2316,038081403X
2317,0380814382
2318,0380814390
2319,0380814676
2320,0380814714
2321,038081479X
2322,0380814803
2323,0380814811
2324,0380815249
2325,0380815575
2326,0380815583
2327,0380815923
2328,0380815931
2329,0380816547
2330,0380816555
2331,038081658X
2332,0380816822
2333,0380817144
2334,0380817683
2335,0380817691
2336,0380817705
2337,038081790X
2338,0380818191
2339,0380818205
2340,0380818337
2341,0380818809
2342,0380818973
2343,038081918X
2344,0380819201
2345,0380819627
2346,0380819635
2347,0380820056
2348,0380820145
2349,0380820293
2350,0380820447
2351,0380820560
2352,0380820706
2353,0380820838
2354,0380820846
2355,0380820854
2356,0380820889
2357,038082101X
2358,0380842939
2359,0380844001
2360,0380851180
2361,0380868768
2362,0380871556
2363,0380892847
2364,0380896931
2365,0380897393
2366,0380899531
2367,038089968X
2368,0380899825
2369,0380973464
2370,0380973545
2371,0380973650
2372,0380973820
2373,0380974061
2374,0380974991
2375,0380975017
2376,0380975068
2377,038097536X
2378,0380976498
2379,0380977257
2380,0380977303
2381,0380977311
2382,0380977427
2383,0380977478
2384,0380977737
2385,0380977761
2386,0380977788
2387,0380978091
2388,0380978407
2389,0380978415
2390,0380978857
2391,0385007515
2392,0385086954
2393,0385121679
2394,0385182449
2395,0385199570
2396,0385234104
2397,0385247443
2398,0385247745
2399,0385247958
2400,0385260075
2401,0385260083
2402,0385260156
2403,0385264666
2404,0385265565
2405,0385265700
2406,0385285965
2407,0385297661
2408,0385299087
2409,038529929X
2410,038529932X
2411,0385301499
2412,0385302304
2413,0385304900
2414,0385306024
2415,0385306032
2416,0385306040
2417,0385306059
2418,0385311109
2419,0385311400
2420,0385312202
2421,0385312377
2422,038531258X
2423,038531292X
2424,0385313136
2425,0385313632
2426,0385313667
2427,038531387X
2428,0385314280
2429,0385314337
2430,0385314388
2431,0385314698
2432,0385314744
2433,0385315031
2434,0385315090
2435,0385315147
2436,0385315236
2437,0385315279
2438,0385315287
2439,0385315309
2440,0385315546
2441,0385315724
2442,0385316577
2443,0385316895
2444,0385316917
2445,038531695X
2446,038531700X
2447,0385317093
2448,0385318073
2449,0385318782
2450,0385319002
2451,0385319037
2452,0385319207
2453,0385319444
2454,0385319525
2455,0385319568
2456,0385319576
2457,0385319959
2458,0385323638
2459,0385323921
2460,0385324057
2461,0385324081
2462,0385324138
2463,038532720X
2464,0385332777
2465,0385332963
2466,038533303X
2467,0385333064
2468,0385333137
2469,038533334X
2470,0385333412
2471,0385333463
2472,038533348X
2473,0385333498
2474,0385333846
2475,0385333927
2476,0385334036
2477,0385334206
2478,0385334389
2479,0385334702
2480,0385334842
2481,0385334923
2482,038533494X
2483,0385335121
2484,0385335377
2485,0385335407
2486,0385335431
2487,0385335466
2488,0385335482
2489,0385335490
2490,0385335520
2491,0385335555
2492,038533558X
2493,0385335679
2494,0385335830
2495,0385335881
2496,0385335970
2497,0385335989
2498,0385336179
2499,0385336195
2500,0385336306
2501,0385336314
2502,0385336322
2503,0385336403
2504,0385336489
2505,038533656X
2506,0385336667
2507,0385336764
2508,0385336772
2509,0385336810
2510,0385337116
2511,0385337132
2512,0385337477
2513,0385337639
2514,0385413017
2515,0385413041
2516,0385413726
2517,0385416342
2518,0385418485
2519,0385418493
2520,0385418868
2521,0385419287
2522,0385420161
2523,038542017X
2524,0385421982
2525,038542471X
2526,0385424728
2527,0385424736
2528,0385425074
2529,0385425473
2530,0385469683
2531,0385469705
2532,0385470819
2533,038547167X
2534,0385472943
2535,0385472951
2536,0385474016
2537,0385474547
2538,0385474903
2539,038547508X
2540,0385475713
2541,0385475721
2542,0385475772
2543,038547802X
2544,0385479484
2545,0385479565
2546,0385480016
2547,0385480334
2548,0385482388
2549,0385483503
2550,0385484011
2551,0385484518
2552,0385486588
2553,0385486804
2554,0385488181
2555,0385489129
2556,038548951X
2557,0385490445
2558,038549081X
2559,0385490992
2560,0385491026
2561,0385491034
2562,0385491050
2563,0385491069
2564,0385491085
2565,0385491107
2566,0385491808
2567,0385492081
2568,0385493800
2569,0385494149
2570,0385494246
2571,0385494785
2572,0385495315
2573,0385495641
2574,0385496095
2575,0385497288
2576,038549730X
2577,038549744X
2578,0385497466
2579,0385497954
2580,0385498233
2581,0385498411
2582,0385498721
2583,0385498799
2584,0385498802
2585,0385499825
2586,038550117X
2587,038550120X
2588,0385501560
2589,0385502532
2590,0385503466
2591,0385503822
2592,0385503857
2593,0385503954
2594,0385504209
2595,0385504268
2596,0385504470
2597,0385505833
2598,0385506686
2599,0385507593
2600,0385507607
2601,0385508042
2602,0385508417
2603,0385508719
2604,038550926X
2605,0385509456
2606,0385509472
2607,0385509510
2608,0385510438
2609,0385511612
2610,0385512104
2611,0385512147
2612,0385605145
2613,0385720106
2614,0385720114
2615,0385720211
2616,0385720467
2617,0385720726
2618,0385720920
2619,0385720955
2620,0385721234
2621,0385721358
2622,0385721420
2623,0385721633
2624,0385721676
2625,038572179X
2626,0385722109
2627,0385722192
2628,0385722206
2629,0385722435
2630,0385729332
2631,0385729340
2632,0385730586
2633,039304016X
2634,039304632X
2635,0393046974
2636,0393050297
2637,0393050424
2638,0393050939
2639,0393300234
2640,0393307050
2641,0393307069
2642,0393308804
2643,0393310396
2644,0393311147
2645,0393312801
2646,0393312836
2647,0393313964
2648,0393314804
2649,0393315606
2650,0393315630
2651,0393315703
2652,0393315819
2653,0393316041
2654,0393317552
2655,0393319296
2656,0393319504
2657,0393320979
2658,0393324826
2659,0393951693
2660,0393964817
2661,0394178009
2662,0394404289
2663,0394498216
2664,0394521110
2665,0394534433
2666,039453512X
2667,0394539079
2668,0394550846
2669,0394551907
2670,0394556968
2671,0394558235
2672,0394559517
2673,0394561619
2674,0394564243
2675,0394564324
2676,0394571029
2677,0394572300
2678,0394572343
2679,0394574753
2680,0394580567
2681,0394587863
2682,0394588169
2683,0394589424
2684,0394589955
2685,0394712587
2686,0394717155
2687,0394726251
2688,0394726413
2689,0394740181
2690,0394742117
2691,0394744209
2692,0394747232
2693,0394748646
2694,0394751043
2695,0394755111
2696,0394755596
2697,0394756827
2698,0394756886
2699,0394758285
2700,0394805720
2701,0394820371
2702,0394823370
2703,0394825691
2704,0394825993
2705,0394829085
2706,0394831292
2707,0394839129
2708,0394871804
2709,0394890485
2710,0394895894
2711,0395177111
2712,0395257301
2713,0395259398
2714,0395291305
2715,0395353009
2716,0395404258
2717,039543095X
2718,0395489318
2719,0395585686
2720,0395669588
2721,0395683297
2722,039571091X
2723,039575514X
2724,0395859972
2725,0395866502
2726,0395869463
2727,039592720X
2728,0395927218
2729,0395977894
2730,0397306938
2731,039913039X
2732,0399131493
2733,0399132414
2734,0399133143
2735,0399133453
2736,0399134204
2737,0399134409
2738,0399135782
2739,0399136150
2740,0399137203
2741,0399137378
2742,0399137734
2743,0399137769
2744,0399138250
2745,0399138749
2746,0399139141
2747,0399139540
2748,0399139710
2749,0399139818
2750,0399140093
2751,0399140557
2752,0399140751
2753,0399141065
2754,039914112X
2755,0399141146
2756,0399141200
2757,0399141227
2758,0399141308
2759,0399141383
2760,0399141464
2761,0399141928
2762,039914210X
2763,0399142185
2764,0399142282
2765,0399142401
2766,0399142495
2767,039914255X
2768,0399142614
2769,0399142703
2770,0399142789
2771,0399142851
2772,0399142991
2773,0399143335
2774,0399143629
2775,0399143823
2776,0399143874
2777,0399143904
2778,0399143947
2779,0399144315
2780,0399144412
2781,0399144463
2782,039914465X
2783,0399144706
2784,0399144714
2785,039914496X
2786,0399145079
2787,0399145087
2788,0399145362
2789,039914563X
2790,0399145672
2791,0399145702
2792,0399145885
2793,0399145923
2794,0399145990
2795,0399146008
2796,0399146113
2797,039914613X
2798,0399146164
2799,0399146180
2800,0399146253
2801,0399146296
2802,0399146431
2803,0399146504
2804,0399146601
2805,0399146644
2806,0399146652
2807,0399146725
2808,039914675X
2809,0399147101
2810,0399147128
2811,0399147195
2812,0399147284
2813,0399147365
2814,0399147381
2815,039914739X
2816,0399147772
2817,039914787X
2818,0399148019
2819,0399148027
2820,0399148248
2821,039914840X
2822,0399148450
2823,0399148639
2824,039914868X
2825,0399148701
2826,0399148728
2827,0399148760
2828,0399148779
2829,0399148787
2830,0399148817
2831,0399149155
2832,0399149244
2833,0399149325
2834,0399149392
2835,0399149422
2836,0399149562
2837,0399149759
2838,0399149775
2839,0399149783
2840,0399149821
2841,0399149848
2842,0399149864
2843,0399150412
2844,0399150439
2845,0399150560
2846,039915079X
2847,0399150803
2848,0399150838
2849,0399150854
2850,0399150870
2851,0399150897
2852,0399150900
2853,0399151060
2854,0399151079
2855,0399151273
2856,0399151397
2857,0399151443
2858,0399151451
2859,0399151478
2860,0399151540
2861,0399151613
2862,0399151648
2863,039915180X
2864,0399151850
2865,0399151877
2866,0399152288
2867,0399522115
2868,0399523308
2869,0399527257
2870,0413537900
2871,0413650103
2872,0425062333
2873,0425065553
2874,0425067815
2875,0425067823
2876,042507160X
2877,0425077047
2878,0425080021
2879,0425081818
2880,0425083837
2881,0425090787
2882,0425091805
2883,0425092178
2884,0425092917
2885,0425093328
2886,0425097609
2887,0425097722
2888,0425097773
2889,0425098087
2890,0425098451
2891,0425098478
2892,0425098605
2893,0425098648
2894,0425098680
2895,0425099334
2896,0425100650
2897,042510107X
2898,0425101452
2899,0425102416
2900,0425103285
2901,0425104338
2902,0425104346
2903,0425105334
2904,042510687X
2905,0425107469
2906,0425108589
2907,0425109720
2908,0425113884
2909,0425113892
2910,0425114236
2911,0425115801
2912,0425116417
2913,0425116840
2914,0425117383
2915,042511774X
2916,0425118703
2917,0425119653
2918,042511984X
2919,0425119920
2920,0425120279
2921,0425121259
2922,0425121631
2923,042512164X
2924,0425122123
2925,0425124347
2926,0425125467
2927,0425126064
2928,0425127230
2929,0425127583
2930,0425128164
2931,0425128458
2932,0425129586
2933,0425129608
2934,0425130215
2935,042513024X
2936,0425130711
2937,0425131769
2938,0425132048
2939,0425132625
2940,0425132889
2941,0425132935
2942,0425132951
2943,042513329X
2944,0425133516
2945,0425133540
2946,0425134350
2947,0425135020
2948,042513525X
2949,0425135721
2950,0425135772
2951,0425136191
2952,0425136981
2953,042513699X
2954,0425137562
2955,0425137937
2956,0425138232
2957,0425140032
2958,0425140040
2959,0425140946
2960,0425140989
2961,0425141233
2962,0425141551
2963,0425141977
2964,0425142485
2965,0425142868
2966,0425143325
2967,0425144062
2968,0425144372
2969,0425144429
2970,0425144569
2971,0425145301
2972,042514545X
2973,0425145638
2974,0425146413
2975,0425146812
2976,0425147363
2977,0425147517
2978,042514755X
2979,0425147584
2980,0425147622
2981,0425147746
2982,0425147762
2983,0425148297
2984,042514898X
2985,0425149625
2986,0425150143
2987,0425150984
2988,0425151379
2989,0425151867
2990,0425151875
2991,0425152251
2992,0425152499
2993,0425152898
2994,0425152901
2995,0425153789
2996,0425153975
2997,0425154092
2998,0425154882
2999,0425155064
3000,0425155188
3001,0425155404
3002,0425155722
3003,0425155943
3004,042515601X
3005,0425157164
3006,0425157466
3007,0425157474
3008,0425157539
3009,0425157628
3010,0425157989
3011,0425158594
3012,0425158616
3013,0425158632
3014,0425158640
3015,0425159418
3016,042515999X
3017,0425160394
3018,042516098X
3019,0425161242
3020,0425161722
3021,0425162443
3022,0425162486
3023,0425162591
3024,0425162788
3025,042516313X
3026,0425163385
3027,0425163407
3028,0425163717
3029,0425163865
3030,0425164349
3031,0425165566
3032,0425165701
3033,0425166112
3034,0425166171
3035,0425166422
3036,0425166619
3037,0425166929
3038,0425167313
3039,0425167720
3040,0425167801
3041,0425168131
3042,0425168220
3043,042516828X
3044,0425168298
3045,0425168468
3046,042516876X
3047,0425168964
3048,0425169693
3049,0425169863
3050,0425169871
3051,0425170349
3052,0425171078
3053,0425171396
3054,042517140X
3055,0425171493
3056,0425171884
3057,0425172546
3058,0425172996
3059,0425173534
3060,0425173631
3061,0425173755
3062,0425173895
3063,042517400X
3064,0425174018
3065,0425174271
3066,0425174344
3067,0425174484
3068,0425174808
3069,0425175111
3070,0425175367
3071,0425175405
3072,0425176037
3073,0425176304
3074,0425176487
3075,0425176932
3076,0425177009
3077,0425177068
3078,0425177173
3079,0425177351
3080,042517736X
3081,0425177459
3082,0425178102
3083,0425178234
3084,0425178579
3085,0425178765
3086,0425178951
3087,0425179184
3088,0425179230
3089,0425179451
3090,0425179559
3091,0425179613
3092,0425179672
3093,0425179885
3094,042518000X
3095,0425180050
3096,042518045X
3097,0425180638
3098,0425180883
3099,0425180964
3100,042518109X
3101,0425181103
3102,0425181111
3103,0425181456
3104,0425181464
3105,0425181685
3106,0425182010
3107,0425182142
3108,0425182150
3109,0425182673
3110,042518286X
3111,0425182878
3112,0425182886
3113,0425182908
3114,0425183181
3115,042518336X
3116,0425183750
3117,0425183971
3118,042518403X
3119,0425184056
3120,0425184129
3121,0425184226
3122,0425184234
3123,0425184943
3124,0425185508
3125,0425185710
3126,042518630X
3127,0425186326
3128,0425186709
3129,0425187055
3130,0425187063
3131,0425187144
3132,0425188140
3133,0425188361
3134,0425188787
3135,0425188809
3136,0425189031
3137,042518904X
3138,0425189414
3139,0425189864
3140,0425189872
3141,0425190374
3142,0425190447
3143,0425190641
3144,0425190749
3145,0425190919
3146,0425190927
3147,0425191184
3148,0425191583
3149,0425191729
3150,0425192032
3151,0425192725
3152,0425192733
3153,0425192741
3154,0425192938
3155,0425193500
3156,0425193896
3157,0425193993
3158,0425194493
3159,0425194515
3160,042519471X
3161,042519485X
3162,0425195139
3163,0425195449
3164,0425195457
3165,0425195473
3166,0439010772
3167,0439010780
3168,0439010799
3169,0439049962
3170,0439049989
3171,0439064864
3172,0439064872
3173,0439098645
3174,043912042X
3175,0439130204
3176,0439136350
3177,0439136369
3178,0439139597
3179,0439139600
3180,0439324599
3181,043935806X
3182,043936213X
3183,0439404371
3184,0439420105
3185,043942089X
3186,0439425220
3187,043965548X
3188,0439997119
3189,0440102804
3190,0440108268
3191,0440109930
3192,0440110653
3193,0440111323
3194,0440111498
3195,0440111811
3196,0440114330
3197,0440114756
3198,0440114764
3199,044011585X
3200,0440117437
3201,0440117658
3202,0440118700
3203,0440120500
3204,0440122090
3205,0440122147
3206,0440123925
3207,0440124344
3208,0440126894
3209,0440127793
3210,0440128994
3211,0440129613
3212,0440131480
3213,0440132789
3214,0440133688
3215,0440135842
3216,0440136482
3217,0440145465
3218,0440146577
3219,0440147956
3220,0440158532
3221,0440160677
3222,0440166497
3223,0440167477
3224,0440167531
3225,0440168724
3226,0440169127
3227,0440170796
3228,0440170842
3229,044017161X
3230,0440173701
3231,0440173922
3232,0440174643
3233,0440176484
3234,0440177049
3235,0440178002
3236,0440180090
3237,0440180295
3238,0440180953
3239,0440181275
3240,044018293X
3241,0440183057
3242,0440184053
3243,0440184622
3244,0440185327
3245,0440186560
3246,0440193613
3247,0440194903
3248,0440195934
3249,0440200040
3250,0440200563
3251,0440200989
3252,0440201330
3253,0440201926
3254,0440201969
3255,0440202043
3256,0440202507
3257,0440202531
3258,044020271X
3259,0440203430
3260,044020352X
3261,0440203856
3262,0440204194
3263,0440204208
3264,0440204399
3265,0440204429
3266,044020447X
3267,0440204887
3268,0440205573
3269,044020562X
3270,0440206146
3271,0440206154
3272,0440206707
3273,0440207622
3274,0440207770
3275,0440208149
3276,0440208459
3277,0440209412
3278,0440209633
3279,0440209803
3280,0440210690
3281,0440211263
3282,044021145X
3283,0440211476
3284,0440211484
3285,0440211697
3286,0440211727
3287,0440211891
3288,0440212359
3289,0440212561
3290,0440212723
3291,0440212812
3292,0440213029
3293,0440213282
3294,0440213290
3295,0440213320
3296,0440213525
3297,0440213991
3298,0440214009
3299,0440214041
3300,0440214114
3301,044021422X
3302,0440214424
3303,0440214920
3304,0440215285
3305,0440215439
3306,0440215625
3307,0440215900
3308,0440215935
3309,0440216540
3310,0440216745
3311,0440216818
3312,0440217032
3313,0440217466
3314,0440217490
3315,0440217512
3316,0440217520
3317,0440217547
3318,0440217563
3319,0440218535
3320,044021873X
3321,0440219078
3322,0440219248
3323,0440219760
3324,0440219779
3325,044021985X
3326,0440220394
3327,0440220424
3328,0440220440
3329,0440220459
3330,0440220602
3331,0440220653
3332,0440220688
3333,0440220696
3334,0440220793
3335,044022103X
3336,0440221099
3337,0440221315
3338,0440221420
3339,0440221471
3340,0440221501
3341,0440221595
3342,044022165X
3343,0440221919
3344,0440222656
3345,0440222699
3346,0440222818
3347,0440222826
3348,0440222842
3349,0440223016
3350,0440223202
3351,0440223237
3352,044022330X
3353,0440223571
3354,0440223806
3355,044022392X
3356,0440223989
3357,0440224047
3358,0440224055
3359,0440224071
3360,044022425X
3361,0440224594
3362,0440224624
3363,0440224640
3364,0440224675
3365,0440224705
3366,0440224713
3367,0440224721
3368,044022473X
3369,0440224764
3370,0440224772
3371,0440224780
3372,0440224810
3373,0440224829
3374,0440224837
3375,0440224845
3376,0440224853
3377,0440224861
3378,0440225078
3379,0440225108
3380,0440225272
3381,0440225299
3382,0440225442
3383,0440225450
3384,0440225590
3385,0440225698
3386,0440225701
3387,0440225817
3388,0440225825
3389,0440225922
3390,0440226015
3391,0440226104
3392,0440226198
3393,0440226406
3394,0440226414
3395,0440226430
3396,0440226449
3397,0440226686
3398,0440227259
3399,0440228166
3400,044022859X
3401,0440228654
3402,0440229499
3403,0440229707
3404,0440234700
3405,0440234743
3406,0440235057
3407,044023512X
3408,0440235146
3409,0440235154
3410,0440235162
3411,0440235391
3412,0440235448
3413,0440235464
3414,0440235502
3415,0440235596
3416,044023574X
3417,0440235774
3418,0440235804
3419,0440236053
3420,0440236061
3421,0440236169
3422,0440236525
3423,044023655X
3424,0440236606
3425,0440236630
3426,0440236665
3427,0440236673
3428,044023669X
3429,0440236703
3430,044023672X
3431,0440236738
3432,0440236754
3433,0440236819
3434,0440236851
3435,0440236991
3436,0440237009
3437,0440237025
3438,044023719X
3439,044023722X
3440,0440237262
3441,0440237300
3442,0440237416
3443,0440237556
3444,0440237688
3445,0440238153
3446,0440241006
3447,0440241049
3448,0440241057
3449,0440241065
3450,0440241073
3451,0440241111
3452,0440241162
3453,044024126X
3454,0440241413
3455,0440241537
3456,0440241812
3457,0440242002
3458,0440324971
3459,0440330076
3460,0440343194
3461,0440343690
3462,0440351626
3463,0440400759
3464,0440402832
3465,0440403278
3466,0440404193
3467,0440405483
3468,0440406498
3469,0440407028
3470,0440407079
3471,0440407524
3472,0440414806
3473,0440415632
3474,0440416248
3475,0440416795
3476,0440418321
3477,044041833X
3478,0440418569
3479,0440419468
3480,0440422256
3481,0440428130
3482,0440430712
3483,0440431808
3484,0440439884
3485,0440442508
3486,0440466334
3487,0440472091
3488,0440472431
3489,0440479002
3490,0440484332
3491,044048474X
3492,0440486599
3493,0440487617
3494,0440495962
3495,0440498058
3496,0440500729
3497,0440501601
3498,0440504708
3499,0440505712
3500,0440505828
3501,0440507162
3502,0440509238
3503,0440514428
3504,0440539811
3505,0440900794
3506,0440901588
3507,0440904196
3508,0440910099
3509,0440918642
3510,0440931800
3511,0440932599
3512,0440940001
3513,0440940605
3514,0440944597
3515,0440945151
3516,0440952522
3517,0440957761
3518,0440967694
3519,0440972329
3520,0440975344
3521,0440983568
3522,0440984696
3523,0440986524
3524,044098761X
3525,0440993717
3526,0440995779
3527,0440998050
3528,044100007X
3529,0441000312
3530,044100069X
3531,0441000916
3532,0441001416
3533,0441001866
3534,0441001971
3535,0441002617
3536,0441002692
3537,0441002935
3538,044100315X
3539,0441003257
3540,0441003389
3541,0441003435
3542,0441003745
3543,0441004164
3544,0441004326
3545,0441004520
3546,0441005195
3547,0441005241
3548,0441005489
3549,0441005748
3550,0441005764
3551,0441005969
3552,0441005993
3553,0441006256
3554,0441006582
3555,0441006841
3556,0441006930
3557,0441007023
3558,0441007147
3559,0441007554
3560,0441007732
3561,0441007813
3562,0441007910
3563,0441008534
3564,0441008615
3565,0441008631
3566,0441008658
3567,0441009077
3568,0441009239
3569,044100928X
3570,0441010512
3571,0441010652
3572,0441011675
3573,0441062253
3574,0441068804
3575,0441089348
3576,0441094996
3577,0441102670
3578,0441104029
3579,0441117732
3580,0441132456
3581,0441135560
3582,0441172695
3583,0441172717
3584,0441294677
3585,0441304834
3586,0441328008
3587,0441328091
3588,0441359175
3589,0441478123
3590,0441516645
3591,0441533825
3592,0441536999
3593,044155279X
3594,0441569595
3595,0441627404
3596,0441644511
3597,0441644651
3598,0441646611
3599,044166251X
3600,0441662536
3601,0441662633
3602,0441694543
3603,0441735762
3604,0441748600
3605,0441783589
3606,0441788386
3607,0441790348
3608,0441810764
3609,0441813046
3610,0441865038
3611,0445402296
3612,0445406488
3613,0445406518
3614,0445408502
3615,0446300152
3616,0446301582
3617,0446310492
3618,0446310786
3619,0446311774
